,question_text,topics,answer_text,q_token_count,a_token_count,a_text_length,predicted_tf_type,proba_F,proba_T
516,i started dating my fiancé two years ago my first cousin is married to my fiancés sister there has always been a communication issue between my uncle and aunt and my cousin and his wife my uncle goes to my mom instead of talking to my cousin and it upsets my mom,anxiety,based on the information provided this is an issue with boundaries   sounds like your uncle goes to your mom and possibly your mother takes the issues to you  i do not like to assume so i will direct you to information regarding families dealing with enmeshment and triangulation  enmeshment is the concept of diffused boundaries in families and other personal relationships  triangulation is two individuals relaying information to a third party what cannot be said directly to each other  from someone who has dealt with both these issues on a personal level being informed about family dynamics is beneficial and can help you develop healthy boundaries for yourself within your family structure  you may need assistance with developing healthy boundaries  although it is possible it is not easy to change the way you have been operating for any extended amount of time  hope this help,1,1,887,T,0.49528421451612514,0.5047157854838749
517,i started dating my fiancé two years ago my first cousin is married to my fiancés sister there has always been a communication issue between my uncle and aunt and my cousin and his wife my uncle goes to my mom instead of talking to my cousin and it upsets my mom,anxiety,when youre upset about something the first question you can ask yourself is whose problem is this it is amazing how many problems will disappear right at that point because you realize the problem isnt even yours you cant fix everything in your family you are starting a new family of your own and its time to create a protective bubble around your family unit that keeps other peoples issues away i tell myself not my pig not my farm not my problem when you stop trying to take care of other peoples problems they are more likely to step up and deal with it themselves ,1,1,570,F,0.5484743519117459,0.4515256480882542
518,whenever i have to speak in public or be in big crowds i freak out i get lightheaded sweaty and i have trouble breathing,anxiety,as you do it more it should get better or at less with less anxiety  anxiety is normal for most when speaking in public  i hear this from even the best of facilitators who have been doing it for years  i even experienced that when i first became a counselor and had to lead classes  i asked myself why were i so anxious  i admit at that time i didnt have confidence in myself  the more i prepared and practiced the more my confidence level increased  yours will too,1,1,465,F,0.5236906318445138,0.47630936815548613
519,i am a teenage girl ive been seeing the same dream once in a while since i was very young the problem is that i dont remember anything about this dream i still know that its the same one and then i wake up in a panic and i cry really loud without knowing the reason why do i see the same dream why can i not remember it and what should i do to remember it,anxiety,there is no scientifically established formula for understanding dreams that i know about however many people get a great deal of value from exploring what their dreams mean it is believed by many that our dreams contain metaphors that represent meaningful patterns in our lives and relationships and if we pay attention to them we can learn important things about ourselves one thing you might try to see if you can get more insight into the dream and possibly begin remembering things is to take note of whatever you do remember any details about your experience such as when do you wake up from the dream how do you feel both emotionally and physically what are you thinking about when you wake up is there any pattern in terms of what happens to you in your waking life around the time you have this dream if you can keep a journal or a recording device to speak into by your bed you can try to record whatever you do remember and notice as soon as you wake up people seem to have more difficulty remembering dreams the more time they let go by before attempting to record the dream or if you go back to sleep before recording what you remember,1,1,1148,F,0.7154865491564907,0.2845134508435093
520,ive been with my boyfriend for a year and a half he loves me a lot and i love him it hurts to be apart from him for so long it hurts all over and then i feel like it wont last,anxiety,i would suggest that you look up the word codependency and its characteristics  see if you relate to those characteristics  i have a feeling  you have suffered some form of loss in your life that you have not dealt with properly  for some reason you are depending on your boyfriend to fill that loss  considering working with a counseling to work through your emotions and resolve any lingering issues,1,1,401,F,0.592890237831077,0.40710976216892303
521,i started seeing this guy that i met at a mutual friends place he recently broke up with his exgirlfriend and started seeing me everything was great in the beginning then i started having low selfesteem thoughts and thinking he was hanging with his exgirlfriend again its all i think about i am still seeing him but things have changed because i am at a loss for words i get stuck in my own thoughts i like and care for him a lot he just makes me nervous and gives me the butterflies,anxiety,sounds like you are struggling with your own negative thoughts  as you stated everything was great then you started having low selfesteem thoughts and thinking  what is contributing to these negative thoughts  his actions or your past experiences with unhealthy relationships would be my question,1,1,296,F,0.6163449135983805,0.38365508640161944
522,i have not had a friend since i was  i dont go anywhere and i have no job all because im afraid of people,anxiety,individual andor group therapy can be a powerful antidote for social anxiety often in therapy the things that tend to get in the way of our securing satisfying and lasting personal relationships will appear in some way in the therapy relationship and a competent therapist will be able to help you work through this anxiety in a sensitive way and eventually encourage you to seek out the personal relationships that you want in group therapy you have an opportunity to have a relationship not only with the therapist but several other people who are all in the group in order to give and receive mutual support to one another,1,1,625,T,0.3788832814100188,0.6211167185899812
523,i think im annoying and bothersome but my girlfriend says im just fine i dont think so i think im stressing everyone else out,anxiety,i think you have identified something important here its not unusual to experience feelings that dont seem to match up with what your rational mind recognizes in this case it sounds like a part of you recognizes that the people around you do not find you annoying and bothersome despite knowing that people like you it seems that theres still a part of you that feels like youre a botherfinding a local counselor who can work with you to process those feelings might be just the help you need,1,1,492,F,0.6938578023704142,0.30614219762958583
524,i think im annoying and bothersome but my girlfriend says im just fine i dont think so i think im stressing everyone else out,anxiety,im glad to hear you have friends and that your friends say they like youtrust your own sense of who you are which tells you that something feels uneasy within yourselfis the friend who says youre just fine very familiar with who you arefriend is a broad categoryshe may not know you as fully as you know yourselfbasically it is possible to be fine and have some inner stressfollow your own thoughts and observations to more fully learn about yourself in ways your friend may not notice or be aware,1,1,497,F,0.5842309957060887,0.4157690042939112
525,im a little paranoid my mind does get the best of me one night i put chairs under all of my door knobs because i thought someone might break in i also think a lot which is probably the reason for the paranoia i cant stand loud noises like the sound of cars going by the grocery store is too noisy and i feel like people are looking at me,anxiety,paranoid people dont realize they are paranoid  they believe their actions to be reasonable responses to potential threatsfrom what you write you are aware that your actions may be understood as extremeinstead of trying to fit your behavior into a negative psychological category try seeing each of the behaviors you list here as your own uniquenessthis way you will become more tolerant of what very well be your natural tendenciesif you are someone who needs a lot of time in quiet then not liking loud noises doesnt make you paranoid it is simply the way of who you areone possible way of feeling better is if you would accept the answers youve developed so far for yourself  they may be a little unusual compared to what we consider mainstream  from what you describe you already are dealing with what you call paranoia,1,1,823,F,0.5611066531872275,0.43889334681277253
526,when i go to school i feel like everyone is judging me even my friends i get overwhelmed which these thoughts and sometimes cannot get out of what i call a deep hole of thoughts i barely go to any of our school dances because of all of the people not even when i am completely alone do these thoughts go away i still feel like people can see me and are judging me,anxiety,it sounds like a couple of things are going on here you are noticing yourself feeling judged by the people around you and that you are avoiding social activities and in addition to this you have intrusive thoughts that you are being judged even when alone it sounds like these thoughts are pretty distressing and you are wondering what is happening to you many people who come to therapy experience intrusive and distressing thoughts of various kinds which often influence their behavior in ways that they may not like such as leading them to isolate in therapy you may be able to gain insight into the nature of your distress as well as learn ways to cope and eventually alleviate this distress so that you can have satisfaction and security in your life and relationships,1,1,773,F,0.7045229841840865,0.2954770158159134
527,i met a guy a while ago and i cant stop thinking about him i feel like i love him but i dont think i know him what if he is not who i think he is i cry sometimes thinking someone is going to be with him or that he has a girlfriend i dont know am i too obsessive every time we talk though its like magic he makes me feel amazing but what if im mistaken,anxiety,keller it sounds like youre living this relationship in your mind instead of in the real world you can get answers to your questions by talking to himgetting to know him will answer all the curiosities you have youre asking the questions in your head instead of being in the friendship so what is it that gets in the way of actually asking the questions and getting to know him fear of rejection fear of something else if you have fear that keeps you from having fulfilling friendships i recommend a therapist to help you work through that i wish you well ,1,1,556,F,0.5909140061623475,0.4090859938376525
528,ive been experiencing a lot of anxiety and panic attacks lately i was recently diagnosed by my psychiatrist with obsessivecompulsive disorder lately ive been questioning everything from my career to my relationship my boyfriend and i just moved in a few months ago all of a sudden i dont feel as comfortable around him as i used to although i cant seem to find a reason as to why i feel this way,anxiety,hi new jerseyyou talk about two very big changes in your life that have happened lately the diagnosisanxiety and the moving in together thats a loti love how you recognise that you been questioning everything i think anxietys got its toe in the door and its pushing you around wanting some power over you fear and anxiety try to convince us that we need protection and that its best to either pull away or fight but letting anxiety control how you see your relationship isnt the answer here i think you know that alreadyyou must have moved in with him for a reason and its appropriate now to simply trust that to ask him for some patience and to focus on learning to manage the anxiety rather than questioning this decision to move in fear is getting in the way of you trusting yourself and your decision you can figure the anxiety piece out while living with your boyfriendwhen youre in a bit of a crisis is not the right time to make a major change i suggest you use a therapist who works with cognitive behavioural therapy to learn to manage the anxiety and then the relationship will likely seem more clear,1,1,1110,F,0.6619578167623772,0.33804218323762286
529,my toddler defies everything i say and doesnt see me as authoritative so she says no about everything id like to hear some ways i can work on not needing to feel so much in control all the time,anxiety,thats a good question i would say learn to pick your battles what types of behaviorsituations can you let go of if you allow yourself to worry about the various areas in life that you cannot control you will find yourself stressed out and unable to manage everything know that toddlerhood comes with lots of nos tantrums noncompliance and a growing need for independence when your toddler does something that you dont approve of remain calm explain to himher the appropriate way to act and model it for himher remember to give your toddler praise when heshe does something good or acceptable be consistent and follow through with your instructions finally know that you are not alone parenting comes with its set of challenges but all you can do is your very best good luck to you,1,1,780,F,0.6979511752986347,0.30204882470136535
530,my toddler defies everything i say and doesnt see me as authoritative so she says no about everything id like to hear some ways i can work on not needing to feel so much in control all the time,anxiety,trust that you are a good mother and that you love your childtrust and love are their own authority and come from a different inner place than the urge to be obeyedtrust and love are effective guidance and usually feel happier and lighter too,1,1,242,F,0.6121757262455005,0.38782427375449946
531,i was violently raped by another women who was my friend of  years im having bad flashbacks im scared to sleep because i see it in my dreams i dont leave the house because i have panic attacks,anxiety,im sorry for your sufferingthere are therapy programs which help people to gradually feel more at ease so that daily living does not feel so frighteningonce you feel stronger and more secure from such a behavioral program youll be able to sleep more peacefully and leave the house whenever necessary to do your regular lifethen you will be able to open and clear the deep emotional hurt that always occurs from being violated by a trusted friendsending good wishes in your work,1,1,477,F,0.5271283849514377,0.4728716150485624
532,"i have lately been having lots of anxiety and selfloathing about the fact that i am a young adult virgin girl who has never had a boyfriend before it seems like everyone my age has already had boyfriends by now or are not virgins anymore and i just had my first kiss five months ago im worried that at this rate i wont have a boyfriend for a very long time the problem is that i want to lose my virginity to my first boyfriend who cares about me but at the same time i dont want to be waiting forever in order to experience sex i have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them luckily they were nice guys but none of them wanted a relationship with me i feel dirty by doing this but i feel pressured to do this things in order to seem normal
   most people are surprised when they find out that i am a virgin or never had a boyfriend because people think i am really good looking i am tall i play lots of sports and i get excellent grades in school i am in my first year of university right now and no guys have approached me to go out on a date or showed any interest it bothers me most of the people in my family have been in relationships at my age already i feel like i will be single forever sometimes",anxiety,it is very hard to want a loving relationship and either see or imagine all around you the great times other couples are having extra hard is that other peoples comments may start giving you the sense that you are letting them down to not have a relationshipall the fantasies that develop from viewing facebook photos and imagining everyone or most people in ideal relationships just augments any frustration of not being part of this groupyour post sounds like youre being true to yourself and honoring who you are really by developing clear standards of what youd expect from a relationshipfor the longterm whatever develops in your relationship life you will always be able to look back and know you had selfintegrity by being your natural self youre being attractive   probably very unlikely that a young woman who would like a relationship will never have onemaybe the young men in your school are not yet emotionally mature enough to know how to see and appreciate youeven though it may be hard have patience with bringing in someone who is good for you  and continue your keen insight of yourself because it is guiding you to be the best in all areas of livingsending good luck in all areas,1,1,1197,F,0.6556922971960497,0.34430770280395023
533,"i have lately been having lots of anxiety and selfloathing about the fact that i am a young adult virgin girl who has never had a boyfriend before it seems like everyone my age has already had boyfriends by now or are not virgins anymore and i just had my first kiss five months ago im worried that at this rate i wont have a boyfriend for a very long time the problem is that i want to lose my virginity to my first boyfriend who cares about me but at the same time i dont want to be waiting forever in order to experience sex i have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them luckily they were nice guys but none of them wanted a relationship with me i feel dirty by doing this but i feel pressured to do this things in order to seem normal
   most people are surprised when they find out that i am a virgin or never had a boyfriend because people think i am really good looking i am tall i play lots of sports and i get excellent grades in school i am in my first year of university right now and no guys have approached me to go out on a date or showed any interest it bothers me most of the people in my family have been in relationships at my age already i feel like i will be single forever sometimes",anxiety,i think one of the first questions that springs to mind for me is whats the rush  just because other people in your circle have had experiences that you are still warming up to does not mean that theres something wrong or something to be ashamed of  if anything i want to commend you on the selfrespect you have in wanting to wait and share this most intimate of experiences with someone that will feel the same way about it  one of the most common distortions in our thinking is when we try to directly compare ourselves to others while these people and even those in your family share a level of closeness to you they are not exactly like you  they dont see or feel things in the exact same way as you nor do they share the exact same perspective its important to be making choices for you and for your own desires and life goals  once you stop comparing your happiness you may find that you are already experiencing it and allow more of your guard to fall down,1,1,963,F,0.6938907603111659,0.3061092396888341
534,for my whole life ive been very unconfident insecure and selfquestioning im super quiet because im scared of what people will think of me i avoid all social situations as it causes me great anxiety it is how both of my parents have always been and i feel like im doomed to that life also it makes it super hard for me at work as the other employees try to use me and walk all over me because im too nice it causes me depression and brings me down im in my early twenties and i really need to create a better life for myself ive been like this for so long so how do i change,anxiety,one of the greatest ways that we can promote ourselves s by learning how to assert ourselves  despite what most people think of when they hear the word assertive assertive communication is one of the best ways to manage interpersonal conflict as well as maintain personal boundaries  once we become comfortable with acknowledging our boundaries there is usually a followup whereby we realize that we have the right to those boundaries  in effect assertiveness communication becomes its own selfmotivating force in managing positive selfesteem you may want to invest in a workbook that can help you to develop these skills on your own or work directly with a therapist to develop them in a safe situation   one of the workbooks that i have found to be very helpful is the assertiveness workbook how to express your ideas and stand up for yourself at work and in relationships by randy j paterson,1,1,894,F,0.5925959757420054,0.40740402425799466
535,i have a lot of issues going on right now first of all i have a lot of trouble sleeping at times while other nights i sleep too much and still feel quite tired im also noticing increased irritability and experiencing anxiety attacks that last for hours is there something wrong with me and if so what should i do,anxiety,it sounds like you are noticing yourself becoming overwhelmed with anxiety feeling more irritable and struggling to sleep consistently there are many possibilities in regards to what may be contributing to these things you are noticing and a competent therapist may be able to help in therapy you may be able to gain insight into these experiences as well as develop strategies for coping with and eventually alleviating anxiety irritability and inconsistent sleep,1,1,464,F,0.6538845725308764,0.34611542746912366
536,i feel that i need to end my present relationship he lives three hours away and likes the reassurance of having someone to talk to multiple times per day and seeing me once or twice a month i want someone who is more present and more of a life companion lately he has had a very busy work schedule and i have only seen him a few times in the last  weeks i told him that i cant continue in this way because i constantly feel frustrated and angry and that he is not making the relationship enough of a priority i also feel it is keeping me from possibly finding the relationship i want we have been together  years the problem is that i panic and experience anxiety and depression thinking of him with someone else and then thinking i will never meet someone i like we have gone through this cycle already  times and i feel it is unhealthy to stay in it but my aversion to the anxiety and depression i experience upon separation always leads me to reconcile,anxiety,it sounds like you have some insight into the cycle that you describe with your current relationship and at the same time you are still feeling stuck it also sounds like the distressing feelings that you experience when you imagine what will happen for you and your current partner are pretty overwhelming a competent therapist may be able to help you work through these difficult thoughts and feelings and find a resolution to this cycle that will feel right to you,1,1,466,F,0.6819534406556016,0.31804655934439846
537,i feel that i need to end my present relationship he lives three hours away and likes the reassurance of having someone to talk to multiple times per day and seeing me once or twice a month i want someone who is more present and more of a life companion lately he has had a very busy work schedule and i have only seen him a few times in the last  weeks i told him that i cant continue in this way because i constantly feel frustrated and angry and that he is not making the relationship enough of a priority i also feel it is keeping me from possibly finding the relationship i want we have been together  years the problem is that i panic and experience anxiety and depression thinking of him with someone else and then thinking i will never meet someone i like we have gone through this cycle already  times and i feel it is unhealthy to stay in it but my aversion to the anxiety and depression i experience upon separation always leads me to reconcile,anxiety,sounds like your panic is less about loosing the relationship you are in which by the way doesnt sound like its meeting your need for connection and more about being alone being with him is serving you even if the relationship is less than ideal from being alone being alone can be scary youd have to face yourself youd have to learn to love and care for and cherish yourself all important skills and tasks in maturing and growing up but scary none the less what ifwhat if you gave yourself permission to be in a relationship with you,1,1,534,F,0.5499577198529289,0.45004228014707115
538,im a teenager and i struggle with going out and talking to people i feel awful about leaving home i know i cant afford a therapist so i dont know what my problem is but i think i might have social anxiety,anxiety,if you are noticing that anxiety tends to be triggered around interactions with others then you may have social anxiety working with a therapist you may be able to gain insight into the nature of the anxiety develop tools for coping with it and take steps that may alleviate it over time so that you can enjoy your interactions with others if you are short on money there still may be options for you to be able to see a therapist check with your insurance provider about your behavioral health coverage if you have medicaidapple care there are some private practice therapists who accept this form of insurance as well as community clinics which do if you are not insured some therapists and clinics will work on a sliding fee scale and accept either low fee or may even work with you probono for free,1,1,802,F,0.6001537792694367,0.39984622073056325
539,whenever i dont tell my friends or anyone what i did or stuff thats not really important i feel terrible like theres a hole in my stomach it only goes away when i hurt myself,anxiety,hi kansas i feel strongly that the help of a professional therapist is important here feelings are never wrong but it can help to understand where they come from and talk to someone who can teach you healthy ways to cope selfharm is not the answer to managing those emotions you feel in your stomach although im glad you said something here a professional would need to spend some time with you and get a deep understanding of your life in order to help you sort all these reactions out effectively i hope you reach out to someone soon,1,1,535,F,0.6983085828376018,0.3016914171623982
540,whenever i dont tell my friends or anyone what i did or stuff thats not really important i feel terrible like theres a hole in my stomach it only goes away when i hurt myself,anxiety,sorry to hear of your situationpossibly you are overlooking that your own self is someone worth talking to as wellnone of us are ever really alone because we are always with ourselvesselftalk is a major part of what guides our decisions and how we make sense of relationships and situations    even after telling people the stories or activities hearing their comments it is always within ourselves that we decide if the way we were received by these others the comments we heard back feel right and accurate to our livesi hope the feeling of a hole in your stomach would decrease by enjoying your self    i am guessing that hurting yourself makes the stomach hole feel less bad because the physical pain you create in yourself distracts you from feeling itenjoying your self by talking kindly loving and having inner dialogue may very well decrease the feeling of a hole altogethersending lots of good luck,1,1,907,F,0.6047722771047753,0.3952277228952247
541,i was raped repeatedly when i was younger i told my parents and action was taken but now that im an adult i suffer from extreme anxiety,anxiety,while anxiety can come about for many reasons trauma is definitely one of the factors that makes anxiety a possibility both immediately following a traumatic event and later in life when we have experienced such scary violations of our bodies  we may experience residual effects of fear for many years to come this is normal natural and in many ways helpful  at least initially this fear is in some way a sign that your bodymind is taking good care of you  trying to keep you on your toes in order to protect you from anything terrible happening to you again however as it sounds like you know anxiety feels awful and there are certainly ways of learning to reduce anxiety in order to get the tools you need to manage anxiety and also understand where it comes from and how it works in your life i would encourage you to seek professional help and check out anxiety resources online,1,1,882,F,0.6789309752803816,0.32106902471961846
542,i was raped repeatedly when i was younger i told my parents and action was taken but now that im an adult i suffer from extreme anxiety,anxiety,hi even though thankfully your parents responded well to you telling them and you received treatment its possible and very normal for sexual abuse trauma to affect you in different ways as you age and develop please see a therapist who can help you find the root of the anxiety,1,1,277,F,0.5661319783614731,0.43386802163852695
543,i was raped repeatedly when i was younger i told my parents and action was taken but now that im an adult i suffer from extreme anxiety,anxiety,its not unusual for traumatic experiences that happened when we were younger to stay with us when we get older  traumatic experiences can become embedded in our bodies as well as in our emotions  if the issue doesnt get a chance to get resolved within then external action doesnt necessarily take care of the problem  seek out a qualified trauma therapist so you can start to deal with the issues youre grappling with,1,1,417,F,0.5194606042675052,0.4805393957324948
544,i find myself being very outgoing most of the time but there are some times when i dont know what to say i dont even want to talk at all its like i search for the right thing to say and nothing ever comes out i dont know if im outgoing only to fill the void of not knowing what to say i dont know if people like that about me im very selfconscious and always think people are talking about me so it makes me have a cold shoulder and not want to talk,anxiety,would you feel more secure in conversations if instead of talking soon after meeting someone or entering a social situation you simply listened attentively to the other peoplethis way youd have a more secure idea of what topics the group likes talking about and whether you like talking about these topics as wellmaybe you simply are in groups or situations in which you dont care for the people or focusstart by trusting your own evaluation of your true interest in being among the groups in which you aremaybe you simply need new and different groups,1,1,552,T,0.4241266422104635,0.5758733577895365
545,this is preventing me from getting a job i have bad relationship with my bipolar mother i am living with her but it stresses me out so much to be around her that i have locked myself in my room i have no friends or other family to help me i have no money for therapy but i think i need therapy before i can secure a job,anxiety,overwhelming fear social anxiety and depression are especially painful because they make behaving constructively a challenge  but there are also lots of examples of folks who have successfully worked their way through this  so there is hope   in addition to the suggestion to visit your doctor who may prescribe a medication to help you relax there are many social service agencies who provide free counseling or take medicaid  a good cbt therapist will help you look at your thinking so that you may see how you are distorting your thoughts  behavior is also important  despite how you may feel it is helpful to go out to do things that relax you maybe a yoga class or a meditation class  exercise diet eat well think back on the things that you used to do that helped in the past and force yourself to do these things again  i know that this seems hard but it beats the alternative doesnt it  of course i recommend you pick up a copy of my book living yes which will help you look at these and other ideas to help you out  i hope you get unstuck soon  mark wwwmarkmorrislcswcom and wwwlivingyesorg,1,1,1099,F,0.6696237728277108,0.33037622717228915
546,my dad refuses to acknowledge my anxieties about going to parties dinners etc whenever i have an opinion it gets shut down my mom and everyone else behaves likewise for my father who heads a company this is normal he has to be right all the time he blatantly refuses to even try to see it from my angle    recently however its been getting to the point where i feel pressured and unable to speak my mind it isnt possible for me to get professional oneonone help he tells me to grow a pair and get over it i recently have been developing more severe body image and selfconfidence issues which i have had all my life i feel invalidated by my dad i have been more paranoid lately as well i cant turn on location services anymore on my phone because of a past incident he makes me feel guilty about it i feel rather worthless more often than not unfortunately what do i do,anxiety,im sorry to hear that you are unable to get through to your parents it sounds like you are experiencing a great deal of anxiety that needs to be addressed by a professional despite the fact that you are unable to at the moment i would recommend talking with another adult such as a school counselor that can offer you support in this area perhaps they can work with you on your anxiety issues and schedule a meeting with your parents so that heshe may help mediate the conversation with themif you are unable to reach out to a school counselor maybe you can try a member of the family such as an aunt or an uncle that feels comfortable addressing the issue with your parents sometimes it helps hearing it from a third party before the situations is taken seriously enoughgood luck,1,1,780,F,0.640039002604122,0.359960997395878
547,whenever i leave my girlfriend i get panic attacks im taking medications to control them but im thinking of moving in with her since i get so anxious,anxiety,im sorry to hear that you are currently experiencing panic attacks i hope that the medication you have been prescribed has provided you with some relief unfortunately i dont feel that moving in with your girlfriend would alleviate your anxiety although you may feel very anxious about leaving her your body is reacting to this stressful event in your life in an unhealthy manner you may be able to render this particular situation but its likely that you may experience another panic attack when an additional stressful event arises therefore it is essential that you address the reason for why you are experiencing panic attacks in the first place followed by practicing coping mechanisms in the case that one would arise in the futuretalk therapy has shown to be effective with those affected by anxiety along with breathing exercises and yoga a trained therapist will be able to assist you in finding the right stress reducing method so that you can reduce the chance of another attack occurringi wish you the best of luck it sounds like you are very happy in your relationship and i hope you are able to reduce your anxiety so that you are able to enjoy one another,1,1,1169,F,0.7020078017545781,0.2979921982454219
548,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,watching children go through challenges in their lives is difficult on a very basic level there exists a primal need to protect them from harm the hard part for parents is letting them feel those challenges and working through them as they get older at some point there is a moment that occurs when the role as a parent shifts children no longer need the basics food shelter water safety as much as when they were toddlers but rather their needs shift to wanting more support encouragement advice and room to make mistakes this is where the ability to communicate with them letting them direct the sails to gather the wind needed to move is so important keep the lines of communication open and be available to give feedback when they ask for it,1,1,745,F,0.6368134682127131,0.3631865317872868
549,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,being a parent is hard finding the balance between nurturing and guidance can be a difficult thing to do i find that most of us seek validation and sometimes that can be the most helpful thing when experiencing stress and anxiety saying something like gosh it sounds like xyz is really difficult to take on i cant imagine what that is like for you allowing the space for your child to communicate their thoughts and feelings seeking clarity and understanding can go miles in your daughter feeling heard and understood seeking professional help is also a good option therapy allows your child the space to work through process and find solutions to many of the struggles they are having because as we all know being a kid is hard,1,1,728,F,0.6874202968959491,0.31257970310405087
550,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,kids these days are facing a lot of pressure add to that covid and pandemic related stress play therapy is a great way to learn coping skills and to help your daughter understand what she is going through usually there is an underlying issue that is bigger than something that seems silly on the surface remember what is silly to you may be a huge deal to her so try restating and imagining how she may feel so she knows you care,1,1,429,F,0.5565520380438947,0.44344796195610525
551,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,sounds like your daughter is a high achiever and is keenly aware of what is required of her and what other expectations are for her she may need to speak with someone if this is disturbing her life or causing her undue stress,1,1,225,T,0.32884127757198056,0.6711587224280194
552,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,worrying about our children seems to be part of the job of parenting i think you are wise to consider helping your daughter around this particular issue i think encouraging her to talk to a therapist is a really good idea it is great that she is a high achiever however the down side could be high levels of stress that she may find difficulty managing in the future a therapist can help her with skills to manage her stress levels,1,1,431,F,0.5462265565448693,0.4537734434551307
553,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,it sounds like you are a very caring parent who is worrying about an intelligent highachieving daughter it is hard to see our children struggle what makes you think this is going to break her and that the stressing isnt normal have you talked to her about your worries how does she feel about seeing a doctor i would first have a conversation with your daughter about your worries make sure to speak with her calmly and have an open discussion with her about what you are noticing and ask her how she is feeling and if she feels stressed to the point of visiting with a doctor maybe she needs an outlet to talk about her feelings and therapy could be helpful or maybe she really values doing well in school and feels she can manage the stress without speaking to someone either way she needs a parent she can feel comfortable venting to who will let her talk without interruption or judgement it sounds like you love your daughter so much and you want her to be okay tell her that and get her feedback but ensure you dont make a conversation with her about you and your anxieties the conversation needs to be about her and how she is feeling all my best to you both,1,1,1165,F,0.5425673680526144,0.45743263194738565
554,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,it would probably be helpful to connect her to a counselor rather than a doctor as a doctor can only prescribe medication to treat the symptoms and is unlikely to be able to affect the underlying problem,1,1,203,T,0.48694608145218976,0.5130539185478102
555,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,perspective is everything i know it is silly to you but i cant help but wonder if it is much more for her sometimes when we overreact it is a manifestation of something much larger a feeling that has been neglected or a worry that hasnt been addressed it is healthy to learn how to effectively cope with stress how do we handle life when it feels overwhelming developing coping tools to process emotions instead of dismissing them until they bubble up again,1,1,457,F,0.6260873092345127,0.3739126907654873
556,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,in addition to academic stress teens are facing multiple stressors in their lives it can be social stress teens place a high value on their social lives its part of their developmental stage finding friends keeping their friendships can be stressful at times world events such as school shootings acts of terrorism and natural disasters also worry teens if there are major lifestyle changes or traumatic events that can also be overwhelming and confusing for the developing teens as parents it is important to show your emotional support for their struggles having open communications can also help them process distressed emotions in many cases it can be helpful to have a therapist they can talk to by teaching them resilience and selfcare youre teaching a toolbox for any stress they may face,1,1,795,F,0.612543545250332,0.387456454749668
557,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,she could be an empath or dealing with imbalances in her energy field from all the pressurevery little info on her date of birth  outside evaluation to help her see or direct her on who you can become is a great start   you can check out my services and test you can order for her,1,1,280,T,0.4877742342540473,0.5122257657459527
