,questionTitle,questionText,topic,answerText
577,how can i learn to be content and at peace,"i recently broke up with my boyfriend after being together for over  years i truly believe i did the right thing but omehow being single now has made me very needy and unsure of myself
    i am seeing someone casually and i am losing my mind with anxiety about how he feels about me and this need for validation
   how can i learn to be content and at peace with myself regardless of my career relationship status etc",anxiety,a break up even one that you initiated may deserve some time and space to allow it to be completetheres a few ideas ill throw out there and you can choose if they stick  one is to reinvest in the friendships you have by setting up regular coffee gettogethers for example  two get out in nature  its hard to ignore how grand and patient nature is and it sometimes takes the pressure off what we should be and instead allows us to be  and the last one ill throw out there is to invest your time and energy in a project or achievement youve wanted to do for a while but that perhaps you didnt have the time to  something related to a hobby such as sports or music or related to your career  something that is for you  life knocks us off balance at times and thats ok  selfquestioning during these times can be a healthy endeavor  should you follow any of the advice on this website continue to be kind to yourself about what youre feeling and curious about why youre feeling that way
578,i always fear that people are judging me,i know this fear doesnt make sense how can i overcome it,anxiety,we often feel people are judging us because we are judging ourselves  investigating how you feel about yourself your own self confidence can be a segway into why you feel others are judging you and also why others opinions matter and if you are using that as the scale by which you estimate the total sum of your worth
579,i always fear that people are judging me,i know this fear doesnt make sense how can i overcome it,anxiety,your fear may not seem rational but that doesnt mean it doesnt make sense  theres  a reason for why this fear happens for you  most everyone has this fear because we are social animals and need to care what others think of us sometimes  when it becomes a bigger issue is when it keeps you from enjoying your life or interferes with your functioningdo you think it may have to do with uncertainty of what others may be thinking of you or that people will ultimately reject you sometimes when we dont know what others think we assume they judge  this is especially true if youve experienced direct judgment or bullying in your past or if a significant parent or caregiver in your life made you feel shamewhen i have a client that often fears others are judging them i have them list out the evidence they see to support that  what evidence is there to tell you that someone is judging you  if you take something as evidence also ask yourself if they behave the same with other people  when we fear judgment we often microanalyze and misinterpret peoples body language to mean something it doesnt  it can also help to make a mental or actual list of other possibilities  most people are concerned about what others are thinking of them so its possible people you interact with are wondering what you think of them  its also possible they are judging you positivelywhat are some things in this category that people have told you about how they see you  sometimes taking feedback from people closest to you whom you trust can be the most accurate representation of how others may see you  counseling could be a great option as well because i guarantee these fears will show up in sessions and thats good  it gives you a chance to process them with someone who will help you understand these fears and may even give you genuine feedback about how they perceive you at the right time  it can be very healing
580,i always fear that people are judging me,i know this fear doesnt make sense how can i overcome it,anxiety,no it makes sense consider today how social media has impacted the mind and heart of manis it not so extraordinarily easy to make one appear stellar on social media today  heh heh ive long since joked that the definition of a party is  a series of photos to lie withwhen i peel back the awareness of others judgment what i find is excitement of wanting to express themselves tooits funny how america is one of the few lands on the planet where folks are able to mess up and try it again on most other places if you mess up there is such deep shame in it that it may lead to one taking ones life
581,i always fear that people are judging me,i know this fear doesnt make sense how can i overcome it,anxiety,stop caring about what you imagine people are thinking about youreally this is the simple and complicated answer to feel better about your situationmaybe someone is judging you maybe someone isnt judging youuntil the person tells you directly what they dont like about you theres nothing you can doit is okay that the fear doesnt make sense most fears dont make sense
582,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,"what about large crowds leads you to feel angry i can
understand your not liking or enjoying being around other people  animals are often more compassionate  it sounds like you experience a lot of social
anxiety  would you feel comfortable
starting out with smaller groups of people maybe people who share your
interest especially around animals 
maybe practice topics of conversation you feel confident to discuss
which could take the pressure off being in a social setting"
583,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,reading this question makes me think of  melancholy and  phlegmatic temperaments people with such a temperaments do not need to be in large crowds in order to feel included they actually get so angry if they feel forced to be around people they need small social settings to feel included and if they do not know this they feel angry scared and nervous because it is not their territory they do not thrive well in big crowds and so they struggle they also feel more comfortable in small social settings with people that are familiar to them its helpful if you can get a copy of your temperament results to help you identify your socializing needs so that you can meet them in a healthy waythe other tendencies melancholies have is that they are constantly thinking and have a fear of being rejected these are stressful moments that needs to be managed you can use cognitive behavioral therapy to ration your way of thinkingyou may need to develop social and relationship skills so that you do not get overly stressed by relationshipsthe last thing is that allow yourself to choose the places and the time you can be around people so that you do not feel forced to be around people
584,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,one of the things to ponder on is a how long has this been going on b what eventsituation occurred during that time c what was the story you told yourself about the event  as an anxiety specialist and sufferer often anxiety comes from some painful past learningexperience  something that may have caused shame guilt embarrassment etc  traumatic events or at least situations that were traumatizing to you may be of issue  anxiety is often caused by either thinkingliving in the past or future as well as comparison to others  keeping a thought record having someone help you identify the core issue and unpack that and reassign a new meaning to the event situation and frankly yourself will be invaluable  always remember  doing the same thing gives you the same results doing something different can possibly give you different results  keep grindin in seeking to learn and you will rise
585,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,social anxiety is a type of anxiety disorders and you need to consult a mental health professional
586,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,it sounds like you may be suffering from social anxiety people who are socially anxious often feel nervous and scared when they are surrounded by people especially in a social setting some people find that although they want to be social and have people to talk to they are scared of being judged feeling awkward feeling like they dont fit in etc if you want to try and get in touch with others start small some of examples can be volunteering at at an animal shelter since you prefer animals making a phone call to someone you know and feel comfortable with to reach out to  talk to people via text andor facetime take the time to talk to a therapist about your feelings this can help you sort out your anxiety and be able to overcome it
587,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,thats a great question the easy answer is to do some brainbodyspotting to explore those feelings and where they manifest or live in your body im curious too how long youve felt this way or if anything triggered it i would explore this further to find relief
588,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,first there is nothing wrong with you these feelings you are sharing are perfectly normal responses to anxietyinducing moments in life as a clinical anxiety treatment professional i would recommend learning some basic coping skills such as deep breathing and grounding techniques these coping skills can often give you a moment to focus within and use more advanced skills racing thoughts and rumination thinking about the past can be exhausting especially when affecting our sleep some of my clients have found it useful in their treatment to have a journal next to their bed within this journal they would write down some of the thoughts going through their mind other things clients have practiced is sleep hygiene mindfulness practices and exercise
589,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,first off i commend your vulnerability in opening up here online about what is going on with you and im glad to see youre wanting to seek answers and help for understanding your situation better there are many mental health issues that involve an individual experiencing social difficulties such as the ones you mentioned here as the therapists here including myself have such limited information as to what youre going through it would be unwise for any of us to suggest a diagnosis for you the best option for you would be to see a professional therapist or psychologist who could get the appropriate background information and make an accurate diagnosis once you have a diagnosis then your therapist can make suggestions as to the best treatment plan moving forward which may include a psychiatric evaluation for medications ongoing individual therapy and potentially even group therapy i wish you the best of luck in finding the right professional for you
590,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,hi theredo you find it is just in crowds or do you find it when you are around other people as well like if someone is angry you can feel their anger if they are sad you feel their sadness   are the thoughts and conversations sometimes mean and then you feel guilty and then feel bad about yourself sometimes this happens when people have anxiety but it can also happen when you are a highly sensitive person check out elaine arons website hspersonscom essentially hsps have more mirror neurons the ones that reflect back to you other peoples emotions in their brain so the pick up other peoples energy and then things like crowds can feel overstimulating for them we then imaging ourselves in others shoes and it can create a guilt loop a good therapist should be able to help you identify what is happening for you
591,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,first let me say that i am so sorry for all of the discomfort you have experienced  it sounds like although you said you dont like people i am guessing it starts with not feeling very likable yourself  the conversations you describe having are not really conversations at all  they are more like an audiotape of selfcriticism that plays and replays in your head  then you attribute these criticisms to other people as if you can read their minds and know that this is automatically what they think of you  this is exhausting no wonder you dont want to hang around other people  its impossible to know from a quick paragraph why you are experiencing this kind of anxiety and whether the origins are biochemical genetic behavioral due to unresolved trauma or something else  but i think its worth it to explore this with a professional who  once they help you identify more specifics  can suggest a path for significantly improving the quality of your thoughts about yourself help you develop selfcompassion and work with you on changing these automatic negative thoughts that pop up and get in the way of all of your relationships  best of luck to you on the path to healing
592,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,you are not alone  lots of people are uncomfortable around other people and especially in large crowds  in therapy i would want to know more about your feelings with people you are close to such as family friends or coworkers how long youve had these feelings and if there are times when other people are fine  sometimes this type of feeling can be traced to specific experiences and thats where i would start  counseling could help you find the root of these feelings and help find ways to cope when you find yourself in a situation where youre around people
593,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,it can be hard to figure out why certain situations lead you to feel angry or fearful we all have certain rulesbeliefs about living life that were created over time when our minds seem to never shut off it can be helpful to spend some time in the present moment you are in i am guessing that when youre having conversations in your head that you are either reliving past feelings about something that happened or you are thinking about things that are to come possibly with dread or fear overall we are not always good about staying present in the moment with all the distractions and demands in life it is easy to spend your sleeping hours planning for the next day or thinking about an interaction you had that didnt go the way you hoped it would practicing mindfulness along with learning how to connect your thoughts to actions would be a great starting point to do this spend some time making connections between what you think and what you feel when you are in a public situation and you begin to feel uncomfortable or you notice that you are getting angry stop for a moment and ask yourself what was i just thinking about perhaps a should rule of your own was broken by another person leaving you feeling hurt or disregarded we are often unable to control the people or things that trigger our anger but we can control how we react to situations that make us angry when this is hard to do separate yourself from the situation if you can then take time to breathe slow down your thoughts and visualize yourself in a place that calms you as you take in the moment give yourself permission to linger in this place long enough to change the thoughts that led to the anger if you continue to have difficulty shutting off your mind at the end of the day try one of the many helpful apps that offer mindfulness routines sleep stories and other sleepinducing activities
594,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,first of all having these thoughts and feelings does not mean there is something wrong with you  its very normal to worry about social relationships and how others see us because we need other people in our lives to survive and thriveit sounds like you may have some social anxiety which is very workable and treatable  rumination is a common way the brain attempts to deal with the worry that stems from social anxiety though not effectively  one way we ruminate is to try to excessively plan out what we will say and how we will act in social situations that may never even occur which ultimately ends in a lot of unneeded psychological pain and stressone way to cope with those thoughts is to write about the worries you have  when we write it forces us to slow down the thought process which can allow for more clarity and other information to come through about our experiences  another benefit for this is to externalize the thoughts and feelings you are having this can really help to organize your thoughts and feelings as well as put them outside of the mindseeing a counselor may be helpful as well  they can help sort through your anxieties and the underlying reasons why they may exist  they can also help with individualized coping strategies and tasks that will fit for your personal needs
595,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,its common with social anxiety to replay or preplay conversations in your mind  often focusing on how you believe it did or could go wrong cbt can be helpful in pinpointing whats keeping this cycle of anxiety and avoidance going for you if its something you wish to change its also important to note that adults who struggle with feeling nervous or scared in social situations often have similar experiences in childhood  namely being criticized by parents siblings or peers for how they speak interact appear or express themselves this often creates a pattern of becoming very selfconscious in an effort to avoid shame and embarrassment in social interactions working with a therapist to process through these thinking patterns and the behaviors that come from them can help to start decreasing anxiety and anger around social interactions and more importantly decreasing feelings of shame and anxiety about the way you express yourself
596,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,what you are experiencing is totally normal and these emotions mean you are human humans are social creatures who were created to be in connection with others but sometimes our life experiences or genetics can make that more difficult for some of us it is possible that these reactions are based on negative reactions you have had with others in the past maybe your family or other traumatic interactions with others it is also possible that they are caused by an underlying condition such as anxiety or depression which may cause you to be more uncomfortable around others or annoyed by others some people are also more bothered by crowded spaces loud interactions and the actions of others of course you prefer animals me too they provide unconditional love and support do not judge you and do not require you to have conversations with them the fact that you have conversations in your head at night tells me that although you say you do not like people you are craving some social connection what is probably the case is that you were never really taught how to interact and have those conversations the good news is that there is nothing wrong with you you just need a little help learning how to have these conversations and taking some healthy risks to initiate conversations and that is something that i help many of my clients with in therapy
597,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,"i am very sorry to hear that you are going through this
while animals can be a wonderful way to experience emotional support you may
want to consider opening up to a life coach or therapist to discuss some of
your concerns you are not alone and many people are experiencing very similar
anxieties a life coach or professional therapist could help to guide you
through these emotions and refer you to additional professional help if needed
it sounds as though you want to address some of these issues by first asking
the question finding additional support from a trained professional whom you
feel comfortable with could be the best way to get the help that you need i
wish you the best of luck on your journey"
598,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,you are a unique individual exhibiting some of the traits of a specific type of temperament through temperament counseling you can come to know accept and manage your godgiven temperament to become all that god intended there is nothing wrong with you  god loves you as you are and wants to help you balance your temperament needs
599,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,
600,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,the thing i picked up immediately in what youre asking is how you dont like other people because they make me nervous and scared if someone said that to me in a therapy session id want to understand this much more with them and what this nervous and scared experience is all about perhaps starting with the question whats the earliest memory you have of feeling uncomfortable around people the idea would be to try to understand all of what it means for you to be around people and the history of the experience without labeling it wrong or passing judgment on itfrom there what might come is that certain people and their character traits might be harder to be around for you because of experiences that youve had with similar situations in your life or it could certainly be something completely different it would be most important to understand it much more deeply considering the amount of distress it causes you and in doing so we could begin to see it as normal for me
601,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,what youre experiencing is anxiety its actually quite common good news  youre not alone in this experience that being said it can be so frustrating and upsetting to have to contend with the anxious thoughts that come up in our heads sometimes without any warning additionally nighttime is a particularly vulnerable time for a lot of people wherein anxiety rears its ugly head even more so we arent as distracted at night and our resources are more depleted so we cant fight back against these thoughts as effectively as usual it can be helpful to externalize our anxiety give it a name like judy or bill for example or perhaps something more sinister like lord garmadon the naming is all up to you what comes to mind for you when you think of your anxiety now what is a name thats fitting the act of externalizing separates us from the anxiety a bit and makes it a little more tolerable if you can think of your anxiety as just something else to handle rather than it being a part of your personality this is usually helpful additionally i recommend not avoiding the situations that make you feel this way our brains have to learn what is an actual threat and what is not right now your brain thinks that crowds are a threat if you can practice some deep breathing and stay in the crowd you will start to teach or rewire your brain letting it know that the crowd is not dangerous to you think of your brain as an overprotective parent your brain is overreacting in these situations to try and keep you safe it just needs to learn that the situation is not a danger to begin with
602,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,i think you have a lot of insight into whats going on  being able to pinpoint the issue youre facing and describe the responses it evokes it sounds like you may be dealing with social anxiety and it may be beneficial to talk to a professional counselor about this a therapist can help you develop tools or coping strategies for dealing with these situations from what youve shared you might benefit from animal assisted therapy equine therapy is a great approach or even just working with a therapist who uses animal assisted therapy integrated with a traditional approach to counseling
603,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,reaching out to talk about these issues is an important first step finding professional services might be recommended if these issues are happening more and more a few things to noteanger is an important secondary feeling to be aware of it keeps us safe allows us to stand up for ourselves or othersbut it also harbors a myriad of disadvantages but its secondary its more necessary to understand the primary emotions behind the anger worry confusion frustration fear loneliness etcanxiety has a lot to do with worrying about the future especially things that we might not be able to control if we focus our worry on negative things mistakes failures or messups then we will inherently tell ourselves negative things about ourselves  people tend to dwell on the negatives without embracing or as t least recognizing the positives
604,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,its totally normal to feel overwhelmed and uncomfortable in large crowds or large family gatherings you may worry about not fitting in or having anything to say it is important to have a friend or two try to find someone with similar interests maybe you can do things that dont involve a lot of face to face contact like going to see a movie play or sporting event many people are perfectly happy doing things in small groups if you have ongoing conversations in your head it is usually due to worry about being judged and wanting to do or say the exact right thing as mentioned above finding someone to talk to either a supportive friend or therapist would allow you to get some of those thoughts our of your head and realize that you are more accepted than you think good luck
605,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,since youre aware of your sensitivity to being among large groups of people then continue to satisfy this and stay away from crowds as much as reasonably possibleit is also fine to prefer the companionship of animals as long as it is not to the exclusion of relationships with peoplerecognizing this feature about yourself is another example of selfunderstandingthe only point to consider is the reason you avoid talking with other peopleif its because of bad or stressful encounters betrayals or some type of violation then having this relationship pattern remain in your mind may introduce new problems such as loneliness from lack of close friendswhat you should do is honestly understand whether you avoid people from fear of being hurt or exploited in some way or because you genuinely prefer solitudeif you have the right combination of peoplesolitudeanimals then greatif not then consider the confidential office of a therapist for new understanding of yourself and your social interests
606,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,thanks for sharing your concern  i think youd be surprised if you knew how many people feel the same way  being in crowds can provoke anxiety one of the symptoms of anxiety is irritability or anger like you described  for some people thats just because of their personality if you tend to be more introverted being around lot of people is really draining  for others it can point to a diagnosis of social anxietyid recommend starting by writing down your selftalk  it sounds like you are telling yourself a lot of negative messages as you mentioned having imaginary conversations and assuming people are judging you  write down the thoughts that are leading to you feeling terrible and crying  maybe thats  im stupid everyone else is having a good time so i should be too theres something wrong with me  just writing these down is an important starting point because it allows you to be objective to your thoughts  when you see them on paper you can start to identify the lies and reframe them  next to your negative thoughts write some positives  i have something to offer im okay the way i am its okay to prefer  relationships etc  hopefully even as you read some of those suggestions you feel a little lighter and more okay with yourself  take care
607,i feel really uncomfortable around other people,"when im in large crowds i get angry and i just cant deal with people i dont really like other people i prefer animals they make me nervous and scared
   i lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying i have more conversions in my head than i do with actual people    i dont know whats wrong with me and why i feel this way what should i do",anxiety,so amazing that you are aware of your social anxiety and distress with others you are in relationships with you have taken the first step toward a journey of healing secondly make an appointment with a therapist who specializes in neurofeedback and biofeedback treatment a test is needed to determine which areas of your brain are on and which areas of your brain are off then it will be focused treatment which will speed your healing
608,how do i cope with separation anxiety while boyfriend is out of town,"i have been with my boyfriend for more than a year he recently got a new job and travels a lot im not used to him being gone all the time i feel as though he has forgotten about me because he does not talk with me as much and doesnt keep me up to date on everything that he does throughout the day which he used to
 i feel lost sad and unwanted this is really a tough new challenge i just want to break up with him but i love him so much i dont know why he is acting this way lately i believe i have separation anxiety is there anything that i can do to help me cope with this while he is out of town",anxiety,relationships at any amount of distance can be so hard it makes sense that you are encountering more anxiety than usual given that major change in your relationship and youre right that being separated from our partners can heighten our insecurities and worries about not only our relationship security but about our partners interest have you talked with your boyfriend about this struggle youre feeling it can be hard to have this kind of conversation without triggering a sense of blame and subsequent defensiveness in our partners but it really is possible if you have any concerns about being able to do this then a session or two with a local counselor or therapist might be really helpful  and it really can be just about finding the way to share what youre feelingas far as coping with anxiety there are a lot of options but i highly recommend an app called selfhelp for anxiety management theres so much good information in this app to help you learn to pay attention to what kinds of thoughts are helpful or unhelpful and there are also lots of activities for calming down and decreasing the intensity of that anxiety the best part is its free
609,how do i cope with separation anxiety while boyfriend is out of town,"i have been with my boyfriend for more than a year he recently got a new job and travels a lot im not used to him being gone all the time i feel as though he has forgotten about me because he does not talk with me as much and doesnt keep me up to date on everything that he does throughout the day which he used to
 i feel lost sad and unwanted this is really a tough new challenge i just want to break up with him but i love him so much i dont know why he is acting this way lately i believe i have separation anxiety is there anything that i can do to help me cope with this while he is out of town",anxiety,in a way yes you have separation anxiety its normal in a relationship for us to slow down a bit with the attachment behaviours that establish and deepen love and connection so just because your boyfriend isnt talking as much or keeping you uptodate doesnt necessarily mean what you fear it meansthat hes forgotten about you or loves you less it could mean quite the oppositethat hes focused on being successful in his new job and impressing you he may think hes loving you more but you feel loved less you have two jobs to do here the first is to manage your anxiety by talking back to the thoughts it puts into your head it sounds like its normal to be insecure but i have tons of evidence that he loves me and that i mean the world to him find that evidence that helps you refute what anxiety is trying to claim the second part of your job is to let him know what you need you need more affection and connection during this period when hes away more texts phone calls information its okay to want that and i am sure he will be relieved to know exactly what he can do to help you feel secure and calm when hes away
610,how do i cope with separation anxiety while boyfriend is out of town,"i have been with my boyfriend for more than a year he recently got a new job and travels a lot im not used to him being gone all the time i feel as though he has forgotten about me because he does not talk with me as much and doesnt keep me up to date on everything that he does throughout the day which he used to
 i feel lost sad and unwanted this is really a tough new challenge i just want to break up with him but i love him so much i dont know why he is acting this way lately i believe i have separation anxiety is there anything that i can do to help me cope with this while he is out of town",anxiety,you are dealing with a lot of emotions about your relationship and it must be really difficult to be doing that without supportwhat brings you to believe its specifically separation anxiety  did you feel the same way when hed leave before the new job  im not saying it isnt but it sparks my curiosity about what that means to you  it definitely sounds like you are grieving a pretty significant change in a relationship that you are invested in and a change in a person that you love  thats so toughanother thing to remember is that no matter what it looks like you are coping in some way  rumination and worry are both ways of coping  crying or retreating from the world is also coping  what do you want your coping to look like  most people want their coping mechanisms to reduce their uncomfortable feelings so separating what meets that need vs what doesnt can clue you in to what will work best for you  it doesnt necessarily mean you always have to escape your feelings though  its ok to feel everything you are feeling because youre human and you care  its also worth noting that his actions or lack of are triggering these feelings you have about you  i dont know enough to speak to where that comes from for you but how much of what hes choosing or not choosing to do is possibly about him  when we dont know why someone has changed their behavior toward us we typically end up blaming ourselves because our brains dont like uncertainty  the truth could be much different  the only way to truly know is to express that to himthough that is up to you if you feel like you are in a position to speak your truth to himsupport from other people in your life could help as well  maybe someone outside of the relationship can give some unbiased suggestions or even just offer support to you while you are moving through this really rough situation  one way to look at how you are feeling is that your emotions could be reflective of what you want for your relationship vs what is happening now  if there is some separation anxiety maybe thats something that warrants more inner work for you if you so choose  but its normal in any relationship to feel upset when our partners arent meeting our needs  you probably know best which scenario fits your situation and maybe its a little bit of bothif you decide to confront him speaking with someone you trust to help you with that or seeing a counselor could help to narrow down what you really want him to know and what you need from himi wish you all the best
